accuracy,loss,val_accuracy,val_loss
0.5523809790611267,1.0510820150375366,0.699999988079071,0.9757658839225769
0.7023809552192688,0.8850182890892029,0.7777777910232544,0.7489643692970276
0.7714285850524902,0.6602832674980164,0.8444444537162781,0.5598954558372498
0.800000011920929,0.5177778601646423,0.8888888955116272,0.43305686116218567
0.8595238327980042,0.3920672833919525,0.9222221970558167,0.32638120651245117
0.8952381014823914,0.3295588791370392,0.9666666388511658,0.24287152290344238
0.9333333373069763,0.23417985439300537,0.9777777791023254,0.20465151965618134
0.9285714030265808,0.21776942908763885,0.9666666388511658,0.1653067171573639
0.9571428298950195,0.17430825531482697,0.9555555582046509,0.1588726043701172
0.9571428298950195,0.146352156996727,0.9222221970558167,0.213204488158226
0.9666666388511658,0.12694679200649261,0.9777777791023254,0.12107164412736893
0.9595237970352173,0.1136777400970459,0.9444444179534912,0.13263249397277832
0.9833333492279053,0.08308117091655731,0.9444444179534912,0.09044812619686127
0.988095223903656,0.07902923971414566,0.9555555582046509,0.09903062134981155
0.9785714149475098,0.08242723345756531,0.9444444179534912,0.09043505787849426
0.9833333492279053,0.06270229816436768,0.9888888597488403,0.0717359259724617
0.988095223903656,0.05689682438969612,0.9777777791023254,0.057198937982320786
0.9857142567634583,0.057709649205207825,0.9555555582046509,0.08953779935836792
0.9904761910438538,0.0419115386903286,0.9666666388511658,0.08728355914354324
0.988095223903656,0.04401903599500656,0.9666666388511658,0.06464696675539017
0.9976190328598022,0.03194369003176689,0.9888888597488403,0.041934166103601456
0.9976190328598022,0.02877778932452202,0.9888888597488403,0.04173971712589264
0.988095223903656,0.03286927565932274,0.9666666388511658,0.05941997468471527
0.9952380657196045,0.028941329568624496,0.9888888597488403,0.03985075280070305
0.9904761910438538,0.033612124621868134,0.9888888597488403,0.033820878714323044
0.9904761910438538,0.032337646931409836,0.9888888597488403,0.03441772982478142
1.0,0.017031412571668625,0.9888888597488403,0.036450982093811035
0.988095223903656,0.02698318473994732,0.9888888597488403,0.02273927815258503
0.9976190328598022,0.017300643026828766,0.9888888597488403,0.030554797500371933
1.0,0.012688091024756432,0.9888888597488403,0.024902138859033585
0.9976190328598022,0.011902677826583385,0.9555555582046509,0.07497995346784592
0.9976190328598022,0.01936475932598114,0.9888888597488403,0.032772425562143326
0.9976190328598022,0.013108177110552788,1.0,0.01721108704805374
0.988095223903656,0.02547767199575901,0.9888888597488403,0.020927293226122856
1.0,0.01414764765650034,0.9777777791023254,0.03479694575071335
0.9976190328598022,0.015219480730593204,0.9888888597488403,0.024352090433239937
0.9976190328598022,0.015158787369728088,1.0,0.025496842339634895
0.9976190328598022,0.011774163693189621,0.9888888597488403,0.02438572235405445
0.9976190328598022,0.011243099346756935,0.9888888597488403,0.015836669132113457
0.9928571581840515,0.016473405063152313,0.9888888597488403,0.029116448014974594
0.9976190328598022,0.012943265959620476,0.9888888597488403,0.02195955067873001
0.9976190328598022,0.008801739662885666,0.9888888597488403,0.016356607899069786
0.9976190328598022,0.009457487612962723,1.0,0.015996310859918594
1.0,0.006146054714918137,0.9888888597488403,0.012726553715765476
1.0,0.0039369454607367516,0.9888888597488403,0.0212156530469656
1.0,0.006185212638229132,1.0,0.01485160831362009
0.9976190328598022,0.007859516888856888,0.9888888597488403,0.015961794182658195
1.0,0.005993065424263477,1.0,0.01094305980950594
1.0,0.007052563596516848,1.0,0.012611938640475273
1.0,0.005814714822918177,1.0,0.012921313755214214
1.0,0.005381166003644466,0.9888888597488403,0.029922761023044586
1.0,0.010295008309185505,0.9888888597488403,0.021596981212496758
1.0,0.0038913250900804996,1.0,0.013842402957379818
1.0,0.0027223306242376566,1.0,0.009004582650959492
1.0,0.003129689721390605,1.0,0.013341501355171204
1.0,0.0032190901692956686,1.0,0.011024339124560356
1.0,0.0024686793331056833,0.9888888597488403,0.02520108036696911
1.0,0.003053711960092187,1.0,0.008704348467290401
1.0,0.002176606794819236,1.0,0.007711447775363922
1.0,0.0028430186212062836,1.0,0.014984535984694958
1.0,0.0031563686206936836,0.9888888597488403,0.01723111793398857
1.0,0.003229274647310376,0.9888888597488403,0.016529934480786324
1.0,0.006613623350858688,1.0,0.005931462626904249
0.988095223903656,0.024674860760569572,0.9888888597488403,0.02774883061647415
0.9952380657196045,0.015144795179367065,0.9888888597488403,0.025392476469278336
0.9952380657196045,0.014245724305510521,0.9888888597488403,0.017484501004219055
1.0,0.003328452818095684,0.9888888597488403,0.019629741087555885
1.0,0.0037462327163666487,1.0,0.008876063860952854
1.0,0.002985664876177907,1.0,0.013060799799859524
1.0,0.0012416208628565073,1.0,0.00865249615162611
1.0,0.001889892853796482,1.0,0.010976078920066357
1.0,0.001471386174671352,1.0,0.010450969450175762
1.0,0.001410487573593855,1.0,0.007786878384649754
