accuracy,loss,val_accuracy,val_loss,learning_rate
0.5446428656578064,1.0192989110946655,0.7857142686843872,0.6336362957954407,0.0010000000474974513
0.59375,0.7886121869087219,0.8214285969734192,0.6126933693885803,0.0010000000474974513
0.6785714030265808,0.6003139615058899,0.8214285969734192,0.591500461101532,0.0010000000474974513
0.7633928656578064,0.5462903380393982,0.7857142686843872,0.5711330771446228,0.0010000000474974513
0.6875,0.5700801014900208,0.8214285969734192,0.548708975315094,0.0010000000474974513
0.6964285969734192,0.5670787692070007,0.8214285969734192,0.5288949012756348,0.0010000000474974513
0.78125,0.4672778248786926,0.8214285969734192,0.5107201933860779,0.0010000000474974513
0.7633928656578064,0.49159735441207886,0.8214285969734192,0.4886457622051239,0.0010000000474974513
0.7857142686843872,0.47713032364845276,0.8214285969734192,0.4672083258628845,0.0010000000474974513
0.7991071343421936,0.3998430669307709,0.7857142686843872,0.45152249932289124,0.0010000000474974513
0.8125,0.43338197469711304,0.7857142686843872,0.4397292137145996,0.0010000000474974513
0.8660714030265808,0.3594534397125244,0.8214285969734192,0.4237836003303528,0.0010000000474974513
0.8348214030265808,0.3793032765388489,0.8214285969734192,0.4093197286128998,0.0010000000474974513
0.8303571343421936,0.3689516484737396,0.7142857313156128,0.4068455100059509,0.0010000000474974513
0.8169642686843872,0.38640862703323364,0.7857142686843872,0.39753252267837524,0.0010000000474974513
0.8482142686843872,0.36203399300575256,0.8214285969734192,0.3885948359966278,0.0010000000474974513
0.8705357313156128,0.3244110643863678,0.8214285969734192,0.3901825547218323,0.0010000000474974513
0.8973214030265808,0.25906291604042053,0.8214285969734192,0.38508790731430054,0.0010000000474974513
0.8705357313156128,0.3313511312007904,0.7857142686843872,0.38848236203193665,0.0010000000474974513
0.8928571343421936,0.2556183636188507,0.7857142686843872,0.392084538936615,0.0010000000474974513
0.8660714030265808,0.3258261978626251,0.7142857313156128,0.3989579379558563,0.0010000000474974513
0.8705357313156128,0.2848592698574066,0.7857142686843872,0.39511677622795105,0.0010000000474974513
0.8794642686843872,0.2859576344490051,0.8214285969734192,0.40429210662841797,0.0010000000474974513
0.9017857313156128,0.2609776556491852,0.75,0.40896478295326233,0.0005000000237487257
0.8973214030265808,0.31495633721351624,0.7142857313156128,0.41000381112098694,0.0005000000237487257
0.9241071343421936,0.2063126415014267,0.75,0.4173348844051361,0.0005000000237487257
0.9196428656578064,0.2232191413640976,0.7857142686843872,0.42194944620132446,0.0005000000237487257
0.9241071343421936,0.21133263409137726,0.75,0.42210087180137634,0.0005000000237487257
0.9285714030265808,0.19121645390987396,0.75,0.4230074882507324,0.0002500000118743628
0.9107142686843872,0.2106134593486786,0.75,0.4240759015083313,0.0002500000118743628
